beam,beam_pair,lat,lon,repeat_cycles_no,track
r,3,-70.04826487,32.53257787,3,113
r,2,-70.63578323,6.04339153,5,1250
l,1,-70.79440672,27.50299444,4,37
r,3,-70.19230196,31.65573352,5,624
l,3,-71.84393321,-0.640115129,4,1357
r,3,-71.2704552,-2.955270188,6,595
r,3,-71.10367766,-6.035578819,4,328
r,2,-71.88270761,-0.812045617,5,1288
l,1,-70.48053169,21.39119416,4,525
r,3,-69.38099349,32.91787446,5,502
r,3,-70.89980535,2.872492137,4,99
l,2,-70.80681698,-5.56221831,5,770
r,3,-71.57891335,-10.87144859,5,763
l,3,-69.72984808,38.10263708,5,1073
r,3,-70.65615211,5.563717126,2,358
l,3,-71.29615593,-3.255842772,3,1029
r,1,-71.3173081,-3.856064213,3,1090
r,3,-69.13965473,31.30043819,4,235
l,3,-70.29230486,19.20420543,5,1150
r,2,-70.45480228,26.50017011,5,1043
r,3,-69.52735887,29.34793447,5,1302
l,1,-70.62051557,2.908492518,3,1044
r,1,-69.78746113,16.53883254,4,396
r,1,-70.90380608,19.28876776,3,213
l,3,-71.63241918,-0.211622208,6,854
l,1,-70.61897832,28.77833775,4,1310
r,2,-70.26096168,13.33238171,5,693
r,2,-70.5333818,-3.339987417,6,595
r,2,-69.02868519,33.7490389,2,883
r,2,-70.39456633,9.907892474,6,495
l,3,-69.78019911,28.74015212,2,418
r,1,-70.79280524,-7.224906011,4,900
r,1,-70.28090416,14.97254425,5,571
r,2,-70.24281913,8.926567678,3,114
l,2,-72.58687025,-12.54348355,4,1258
r,3,-70.48560996,10.22907446,4,1387
r,1,-70.59101797,28.8762212,5,860
r,2,-70.55235085,10.42324018,4,442
r,1,-70.7794837,22.61369568,3,411
l,3,-70.96759339,-2.862899115,5,84
r,2,-71.58625986,-10.81170251,5,694
r,2,-70.31216639,14.61131489,5,129
l,2,-70.75006039,27.8819528,5,929
l,1,-70.73188721,-5.70073115,3,328
l,1,-71.23642972,-3.160910335,6,595
r,1,-71.60448986,-0.932378153,5,1357
r,3,-71.77031347,-0.861165617,5,1288
r,1,-70.16753134,31.72687145,3,1066
l,1,-70.68794616,-5.969964001,3,336
r,2,-70.81766588,19.08877225,5,1158
r,2,-69.28645654,35.13453318,2,319
l,2,-72.76838439,-13.92594475,3,435
r,3,-70.46835874,17.31714345,6,830
l,1,-69.68930623,35.43646967,5,372
l,2,-70.6316448,22.12740105,4,914
l,3,-69.20246041,34.92931786,5,1264
r,3,-70.71059369,-2.504114687,3,526
r,3,-70.75189106,-3.423508737,3,153
r,3,-71.36755757,-6.029186342,6,839
r,3,-69.68534806,39.51381588,6,456
l,1,-70.22336932,31.09174188,4,235
l,2,-70.24249094,18.79339705,2,266
l,2,-70.14851036,16.23222714,3,7
r,1,-70.68060538,11.18867862,5,1318
r,1,-70.85705743,-5.232171321,6,1212
r,3,-72.27695992,-11.20927375,4,694
l,2,-70.69608824,-2.663617421,5,84
r,1,-71.41843961,-8.82953212,2,1014
r,1,-69.66754832,38.29746431,6,1073
r,3,-70.64845503,10.81124967,5,884
l,1,-71.73214591,-11.00312126,5,763
r,2,-71.76874537,-11.40745587,6,1197
l,1,-69.76685098,32.87779626,4,502
r,1,-72.82190608,-13.59075649,3,877
r,3,-70.77474503,22.39114289,4,1348
l,2,-70.33616027,15.12413249,4,1013
r,1,-70.67786722,28.58335683,3,418
r,1,-70.69927424,4.937549799,6,869
r,2,-70.49141952,8.313953634,6,617
l,3,-70.4769042,17.05670355,4,388
r,2,-70.27111568,4.088072733,5,930
r,2,-71.1250203,-2.575255198,4,526
r,2,-69.77984491,29.07985741,5,807
r,2,-70.68246486,-3.54245602,4,153
l,1,-71.47169076,-3.584726522,3,1098
r,3,-70.89434543,2.615167571,3,1044
l,3,-70.48620862,16.9732885,5,396
r,3,-70.62747124,2.720111537,3,1044
r,3,-70.56789092,28.94393249,4,1310
r,2,-70.45575864,29.32906107,5,807
r,2,-71.29168471,-2.642701122,4,526
r,2,-71.47595238,-2.198874257,6,23
r,1,-71.70743539,-0.370844794,6,854
l,2,-70.50142148,17.65775329,5,1272
r,1,-70.23633894,26.82103069,6,990
l,3,-70.84469473,-7.022202477,3,900
l,3,-70.33417999,14.77476065,4,571
l,1,-71.99744339,-10.89100949,5,763
l,3,-69.70000583,39.25685612,3,14
l,1,-69.2169182,32.68706554,4,502
r,3,-70.85227369,21.0617117,5,525
r,2,-72.49186952,-11.72476645,5,1197
l,1,-70.89663062,3.06183298,4,99
r,2,-70.42413629,24.17524059,4,1226
r,3,-70.44119027,10.73117506,5,884
l,1,-70.6361024,5.757303961,2,358
r,1,-69.77418476,38.25982712,6,1073
r,1,-70.53845334,-8.485195211,2,1014
l,2,-71.19127299,-9.089596059,6,572
l,1,-72.25795322,-11.25778403,2,252
l,1,-69.15378746,31.46825908,3,235
l,3,-71.3835568,-4.070639504,3,1090
l,2,-70.8451359,22.98856256,5,853
r,1,-70.01467101,11.4359557,5,1318
l,2,-69.81789274,16.3527733,2,7
r,3,-71.23346977,-6.084422484,6,839
l,2,-70.68811286,22.1491365,4,914
l,2,-72.92087428,-13.99737687,3,435
l,3,-69.68566925,35.87857562,3,1203
r,3,-71.04421901,-3.307285559,3,153
r,2,-70.86474405,19.10719919,5,1158
l,2,-70.41063831,23.92310333,4,784
r,1,-71.8855582,-0.814779585,5,1357
r,3,-69.4738683,33.00031585,5,555
r,2,-70.50892134,2.620208474,5,1052
l,1,-70.5758842,-6.012483191,3,336
r,3,-70.8461067,27.29554647,5,37
r,2,-70.43449014,22.61382031,4,1348
r,1,-68.55475875,41.26862472,4,1332
l,1,-71.58124324,-8.633768213,4,69
l,2,-69.99228572,27.59687304,5,929
r,1,-69.68541457,37.5124598,4,1134
l,3,-69.7369399,37.97285228,4,578
l,3,-71.19936561,-2.956571518,4,84
l,2,-70.12952362,17.26810611,6,1280
r,1,-70.59555242,22.54342385,3,411
r,1,-70.63487176,6.210705206,5,305
l,2,-70.14280271,8.969181166,3,1006
r,1,-69.70928147,29.19823353,5,860
r,1,-70.91063083,25.25910893,4,670
r,3,-70.33851342,10.17283704,3,1387
r,2,-70.38587169,8.872946279,3,114
l,3,-70.42860676,2.937082121,5,107
r,2,-70.35692715,12.25815878,3,312
l,1,-70.79490211,22.57034702,4,1348
r,2,-71.09103216,-9.869558445,5,199
r,2,-70.56157021,7.248887067,2,236
l,3,-72.79148748,-13.77977961,3,877
r,2,-70.68065421,-3.283353672,6,595
l,3,-70.70024839,28.39363126,3,418
l,3,-70.63438606,5.09352743,6,869
r,2,-70.95917965,25.11191706,3,228
l,1,-70.32277558,14.65467272,5,1021
r,1,-70.46686244,17.23966267,4,388
r,3,-71.43985024,-3.404069688,3,1098
r,1,-70.55247864,16.81891733,4,396
l,1,-70.89064712,2.804878563,4,1044
l,1,-70.12426472,6.467082475,3,1242
l,2,-70.27849813,18.52060955,6,1211
l,3,-70.25495144,19.2183086,5,1150
r,2,-71.04986006,26.26920406,4,1043
l,1,-70.74280264,-6.468100724,6,839
r,2,-70.85625807,-5.290894046,4,1220
l,3,-70.69785026,11.0009427,6,1318
r,3,-70.24317425,30.90220404,4,235
l,3,-71.21867375,-3.224012574,3,1029
l,3,-71.43670866,-9.025350074,2,1014
l,1,-70.62539651,10.61659957,5,884
r,3,-70.60391922,2.988817828,4,99
l,2,-70.91677636,19.57376165,5,647
l,2,-70.83902804,27.13810893,6,990
r,3,-71.2317146,-2.971203049,6,595
r,3,-71.17568274,-6.06483002,3,328
l,1,-71.89332115,-0.716079171,5,1288
l,3,-70.14382966,31.89448422,4,1066
r,3,-70.71364453,-5.773716564,3,336
r,2,-70.99322905,25.51285188,5,1104
r,3,-69.29150175,32.80507896,3,113
l,1,-70.20383356,-2.12805702,4,526
l,2,-71.05650594,25.8325782,3,167
l,1,-70.48381556,17.49553601,6,830
l,2,-71.77142345,-0.509317667,4,412
r,3,-69.73918122,35.24123911,4,372
l,3,-70.11912879,38.99769748,4,67
r,1,-70.70655662,-7.770044136,3,953
r,2,-70.25408979,21.64281254,4,967
l,2,-70.86626095,19.07461653,5,1150
l,1,-70.46250102,10.03619488,4,1387
r,2,-70.3396991,12.52428284,6,754
l,2,-70.29406938,30.30393623,4,1188
r,2,-71.14526253,1.310338715,5,221
l,3,-70.79139266,22.80034966,3,411
l,3,-70.13949224,6.202414537,5,305
r,2,-70.36648529,13.81215005,4,190
r,1,-70.76988095,-2.60261746,5,84
r,3,-70.30009097,18.41994006,4,1211
r,1,-71.45380997,-3.330236134,3,153
r,1,-71.42824648,-1.564305555,3,907
r,3,-69.12969453,32.57039161,4,60
r,2,-70.84671489,20.89712051,6,83
l,3,-71.46228946,-8.776256882,4,69
r,2,-70.87873474,20.3651836,5,586
l,3,-71.23169501,-6.085085482,3,328
l,3,-71.19184265,-2.990134335,6,595
r,3,-69.72458546,37.32343873,4,1134
l,3,-71.3279391,0.439546074,5,793
r,1,-69.67994623,36.21629963,3,311
l,3,-70.95619326,-5.680469504,3,336
r,2,-70.5647011,23.60244795,4,342
r,3,-70.21687813,6.493599104,5,747
r,3,-70.11920363,6.197304464,5,305
r,3,-69.89575441,16.23533724,3,899
r,3,-70.4115312,7.864810553,4,183
l,1,-69.68111659,37.77786854,5,578
l,1,-71.2632339,-2.793581377,5,84
l,1,-70.26248002,21.63813981,5,472
l,1,-71.58529967,-8.116237851,5,953
r,1,-71.03146093,26.34438724,6,1051
l,1,-70.89556864,2.93380586,5,107
r,3,-69.74795285,36.94124434,2,197
r,3,-71.33105787,-4.570719836,4,206
l,2,-70.381188,29.64542229,6,799
r,2,-70.47419352,18.44434599,5,1211
r,1,-70.20456398,6.435334158,4,1242
l,2,-71.24691862,0.752877206,5,724
l,2,-70.69653833,-5.874863117,3,336
l,3,-71.04229492,25.75458456,5,1112
r,2,-70.37839556,29.55947866,3,1249
l,1,-69.85245529,37.06012538,6,639
l,2,-70.41096112,9.90427858,6,495
l,3,-70.23269062,5.728850161,3,358
r,3,-69.86539246,38.05090811,6,1073
r,3,-70.55030983,-8.672201162,2,1014
r,1,-71.5595787,-10.70438384,5,694
r,2,-70.67104591,-8.108287122,5,511
r,2,-70.86499702,19.33194202,3,205
l,3,-70.31339201,29.84035963,4,1241
l,3,-70.38559746,3.075347485,3,99
r,1,-70.84398007,24.62566919,5,723
r,2,-71.34340622,-5.778963084,5,770
r,3,-70.22740493,19.22617856,5,1150
l,3,-70.23211022,31.16852211,4,677
l,3,-72.443058,-11.54107795,3,252
l,3,-70.77034373,4.108217835,4,488
r,2,-70.89803741,2.510965223,6,610
r,2,-70.52984132,29.09760561,3,365
l,2,-70.62002075,2.660116154,6,1052
l,2,-69.68900307,35.86884101,5,1256
l,1,-69.70163535,37.50916294,4,1134
l,1,-69.73211057,37.27715804,4,1081
r,1,-71.08962027,-3.216672255,6,595
r,1,-71.35437988,-5.948313611,4,328
r,1,-70.83382982,3.603061496,5,983
l,1,-70.02196999,32.70965285,4,60
l,1,-70.46628699,8.676494459,5,1059
r,3,-69.69124609,35.10464883,4,1264
l,3,-71.21859209,-3.239061495,3,153
r,1,-70.14345242,31.89722314,4,174
r,2,-70.28680959,30.19735334,4,296
l,2,-70.60341974,19.00334002,5,1158
l,3,-71.35747444,-5.098421771,4,709
l,3,-70.3168447,10.16213516,3,1387
l,2,-70.94811172,26.92127394,5,548
r,3,-70.60143126,3.006199302,5,107
r,3,-70.69500768,-7.949509803,4,953
l,3,-70.41979595,26.28892981,6,1051
l,2,-70.35055645,9.667511659,4,53
l,2,-70.35609935,9.146184529,5,556
l,2,-69.12279989,34.55693052,5,822
r,3,-70.66609676,5.627302408,4,366
r,3,-71.23163147,-2.972358265,5,84
l,2,-71.37302623,-10.7209625,5,694
r,2,-70.09736735,17.25876687,6,1280
l,1,-70.15835002,16.15118992,3,899
l,3,-70.30613818,21.57486433,4,30
r,2,-70.2763812,9.021264962,3,1006
l,1,-70.4766782,22.49613611,2,411
r,1,-70.41192684,23.77214686,5,1234
l,2,-70.29537828,14.21544777,3,137
l,1,-70.60696922,6.457178602,5,747
r,3,-68.48789095,41.6438869,3,829
r,3,-71.40703758,0.329887977,3,282
r,3,-70.79101649,-7.300566223,5,458
l,2,-70.38607965,26.00935198,3,159
l,3,-70.497517,22.50150641,4,1348
l,3,-70.46226012,2.786455296,4,1044
l,2,-70.20257906,-2.217068278,4,526
r,2,-70.19304082,31.53021691,4,1119
l,2,-70.78229413,4.28041308,6,930
r,3,-70.10238876,17.19589758,4,388
l,2,-71.04591448,-3.402643999,3,153
l,2,-70.86233024,3.242024576,4,541
l,3,-71.32584432,-4.75172819,5,275
r,1,-72.30876575,-11.28280173,3,252
l,3,-69.57398901,36.35761964,3,700
r,2,-71.12616643,-9.325606091,3,130
l,3,-70.71000618,-6.296588735,6,839
l,2,-70.53584438,7.55966653,4,1128
r,2,-70.52456409,24.39669852,3,281
r,1,-71.74512743,-10.99503828,5,763
l,1,-71.35427932,-5.426048139,5,1212
l,2,-70.3109919,29.93142118,4,1241
l,3,-72.14026424,-11.14522529,3,694
r,2,-70.82624917,-2.716734953,5,84
l,1,-69.80191829,38.25241612,5,1073
r,2,-70.77775501,-2.697824202,5,84
l,3,-72.23730592,-11.18862013,4,694
l,1,-70.91964398,-5.253873833,5,1212
l,1,-69.93120963,38.20626261,5,1073
l,3,-70.0335816,10.57509232,5,884
l,3,-70.78119311,24.46784397,5,723
l,3,-70.7651465,21.09882949,4,525
r,1,-70.41306251,3.243336997,3,99
l,2,-71.44180514,-11.26801084,5,1197
l,2,-70.54446781,18.20209671,4,1219
r,1,-72.43978018,-11.34081251,3,252
r,3,-69.62509442,36.63793641,6,1142
r,1,-70.79314515,3.934975542,5,488
r,1,-70.2218322,31.34946202,5,677
l,2,-69.75143127,29.06724161,5,807
l,2,-70.74399045,-3.521211705,3,153
l,2,-70.41994104,4.141462727,5,930
l,1,-71.32818006,-4.377163233,4,206
l,2,-70.83632634,-2.458295789,4,526
l,3,-70.14438473,6.281092466,4,1242
r,1,-70.95611308,25.5364618,5,1112
r,2,-70.29233324,14.35922176,4,1074
r,1,-68.90910425,39.85418133,3,509
l,2,-71.04220127,25.75533169,2,159
r,3,-69.83959203,37.23424602,6,639
r,2,-70.38508779,9.062059989,4,1006
l,1,-70.08803793,16.12569057,3,899
l,2,-70.25749052,14.20126774,3,137
r,3,-70.88759814,3.118570374,5,107
l,2,-70.14394389,8.965681141,3,114
r,3,-70.24527591,21.81391893,5,472
r,3,-70.26923298,5.474921983,3,366
l,2,-70.28510311,9.172781521,5,556
l,3,-71.03215639,26.52897368,6,1051
r,3,-71.67828807,-8.350827791,5,953
l,2,-70.41690303,26.71621692,4,548
l,3,-71.41255367,-1.746070992,3,907
r,3,-70.03914416,32.63668783,5,1005
r,2,-70.31446871,22.00959795,5,914
l,3,-70.68352522,28.46718403,2,426
l,3,-71.34419289,-3.187470334,3,153
r,2,-71.09345488,-9.831760572,2,633
r,3,-69.60995303,35.07542058,4,1264
r,1,-71.40536714,0.283477707,5,793
r,1,-71.06683395,-5.833437916,4,328
r,1,-71.72053114,-8.694164845,4,69
l,1,-69.76185936,37.48784187,4,1134
l,1,-71.26295118,-1.073929224,5,1357
r,1,-71.06450486,-5.821627613,3,336
r,2,-70.62596844,5.926764972,4,800
l,3,-69.63262315,36.06098641,4,311
l,2,-70.88233269,2.761922436,5,1052
l,2,-71.35961106,-5.091889315,5,1220
r,1,-69.68048032,36.22332404,3,700
r,2,-69.68836958,37.68345182,2,189
r,1,-71.35000732,-4.929209181,4,275
r,2,-69.72281175,36.84462188,2,197
l,2,-70.09141266,26.63823,5,1043
r,2,-70.33795682,15.5316493,4,960
r,2,-71.73283366,-8.536763999,5,511
r,2,-70.87148632,-5.590081685,5,770
r,3,-71.23281784,-8.943745597,2,1014
r,3,-71.3601484,-5.621254759,5,1212
r,1,-71.45732037,-10.66248957,5,694
r,2,-69.70652513,29.31332834,3,1249
l,1,-70.78499498,-7.490210138,3,458
l,2,-70.98419366,2.155855234,4,160
l,2,-70.56484203,-5.925432551,3,336
l,2,-70.3086835,1.118026054,5,724
r,1,-70.40193269,2.988142249,3,1044
r,1,-70.62188785,6.279519838,3,1242
r,2,-70.50588786,18.43234427,5,1211
r,2,-70.34539121,19.27188062,5,1150
r,1,-70.39610154,26.10145201,6,1051
l,1,-70.99482113,-7.879118249,5,953
l,2,-70.50054063,17.66631741,3,335
l,1,-70.631168,5.428030661,3,366
l,1,-70.62898219,2.831433776,5,107
r,3,-70.49808904,7.897990337,4,183
l,1,-71.17263223,-2.757437809,4,84
l,3,-70.41012872,23.94995694,4,1234
r,3,-70.60401271,6.641586431,5,747
r,1,-70.47576881,21.46045673,6,30
r,2,-70.30447122,23.70097952,5,342
r,3,-71.43565737,-0.810816145,5,1357
r,2,-70.33788303,15.27188787,6,518
l,3,-70.85173546,3.413400046,5,983
l,3,-71.37268117,-6.143133247,4,328
l,3,-70.83283288,-3.134337222,6,595
l,1,-69.15092607,34.74111604,4,1264
l,3,-70.1732326,31.70988909,4,174
r,1,-71.35490411,-3.370335701,3,153
r,3,-70.4874432,8.484127531,5,1059
r,1,-71.34679165,-4.906465873,4,709
l,2,-70.5771875,29.05240408,6,1302
l,3,-69.73910853,35.24370813,5,372
r,1,-70.48374665,17.49319951,5,830
r,2,-71.77007466,-0.507179886,4,412
r,2,-71.05680425,25.92877433,3,167
l,3,-69.29213763,32.80714437,4,113
r,1,-70.20284751,-2.130123263,4,526
l,2,-70.99351184,25.51530041,5,1104
r,3,-70.14426163,31.89713096,3,1066
l,3,-70.71269249,-5.776695408,3,336
r,1,-71.89391972,-0.719040016,5,1288
r,2,-70.83945034,27.14088961,6,990
l,3,-71.23182317,-2.973758646,6,595
l,3,-71.17614567,-6.062402693,3,328
l,1,-70.76963224,-2.599956735,5,84
l,2,-70.36693994,13.81438415,4,190
r,3,-70.79163849,22.803017,3,411
r,3,-70.14027378,6.205167184,5,305
r,2,-70.29360901,30.30629696,4,1188
l,2,-71.14501438,1.313004256,5,221
l,2,-70.33768413,12.52752759,6,754
r,1,-70.4629271,10.03889509,4,1387
r,2,-70.86615359,19.07206732,5,1150
r,3,-70.11887301,38.99593738,5,67
l,1,-70.7057744,-7.767240068,4,953
l,2,-70.26091718,21.64280455,4,967
r,2,-70.27909753,18.51787203,6,1211
r,1,-70.124163,6.46466881,4,1242
l,1,-70.55222931,16.81628403,4,396
r,1,-70.89036416,2.802400648,3,1044
l,3,-71.43960456,-3.406769713,3,1098
r,1,-70.32107707,14.65657339,5,1021
l,1,-70.46749533,17.24189134,4,388
r,3,-70.63374749,5.095828989,6,869
l,2,-70.95893417,25.10920354,3,228
l,2,-69.05394695,33.75529085,3,883
r,3,-70.69996301,28.39116311,3,418
l,2,-70.68076013,-3.285854182,6,595
l,2,-70.56149521,7.251364446,2,236
r,3,-72.79137175,-13.78257718,3,877
l,2,-71.0909628,-9.872186216,5,199
r,1,-70.79515,22.56766296,4,1348
r,2,-70.91667009,19.57121303,5,647
l,3,-70.60331148,2.991595473,4,99
r,1,-70.62493977,10.61891776,5,884
r,3,-71.43677359,-9.028073471,2,1014
l,3,-70.24399132,30.90446714,4,235
l,2,-70.8680469,-5.288834387,4,1220
r,3,-70.69756635,10.99850935,5,1318
r,1,-70.74251657,-6.465684984,6,839
l,2,-71.04996837,26.27178422,5,1043
r,3,-70.25484526,19.21584245,5,1150
r,2,-69.99253709,27.59945431,5,929
l,1,-69.68569306,37.51478496,5,1134
r,1,-71.58201896,-8.636903268,5,69
r,2,-70.61616678,6.70906096,4,739
l,1,-68.55556351,41.27060612,4,1332
l,3,-70.84637404,27.29796211,5,37
l,2,-70.43512437,22.61605107,4,1348
l,3,-69.47432211,33.00258285,5,555
l,2,-70.50955912,2.617899183,6,1052
r,1,-70.57542795,-6.010180389,3,336
l,1,-71.88690274,-0.816900176,4,1357
r,2,-70.41053258,23.92061031,5,784
l,2,-70.86467333,19.10461292,5,1158
r,3,-69.68539424,35.88078454,3,1203
l,3,-71.04414912,-3.309869822,3,153
r,2,-70.68765129,22.1515403,4,914
l,2,-70.35720674,12.26050544,3,312
l,2,-70.38632507,8.875152009,3,114
r,3,-70.42849878,2.939581761,5,107
l,3,-70.34941709,10.17449589,3,1387
r,2,-70.14252202,8.971539803,3,1006
l,1,-69.71169171,29.19982303,5,860
l,1,-70.59601147,22.54105092,3,411
l,1,-70.63445316,6.208049676,5,305
r,2,-70.12977219,17.2707065,6,1280
r,3,-69.73825131,37.97578684,4,578
l,2,-71.42238734,-10.74114198,5,694
r,3,-71.19872675,-2.958905012,4,84
l,3,-70.61362107,22.45654383,4,1348
r,3,-70.33371878,14.77240236,5,571
r,3,-70.84476226,-7.019571951,3,900
r,3,-69.76007697,37.20531783,6,639
r,2,-70.50131205,17.65517117,5,1272
l,1,-70.23661726,26.81869432,6,990
l,2,-71.30134616,-2.644001524,5,526
l,2,-71.47747723,-2.196828872,5,23
l,1,-71.70789576,-0.373288485,6,854
r,3,-70.11974131,17.18941199,4,388
l,2,-70.45497799,29.32625638,5,807
l,3,-70.56852992,28.94162349,4,1310
l,3,-70.62775572,2.722554946,3,1044
l,3,-71.23517086,-6.086334578,6,839
r,2,-69.81814535,16.35027568,2,7
l,1,-70.0154812,11.43811009,5,1318
r,1,-69.15280694,31.46627042,4,235
r,3,-71.38343611,-4.073237301,3,1090
r,2,-70.84573618,22.99138902,5,853
l,1,-71.3317456,-3.080480992,3,1029
r,2,-71.19081126,-9.092027101,6,572
r,1,-72.2757031,-11.26826735,2,252
l,1,-70.53820329,-8.48257597,2,1014
l,3,-70.44129678,10.72870017,5,884
r,1,-70.63599405,5.754710419,3,358
l,1,-69.77517155,38.2618998,5,1073
l,2,-70.42512976,24.17745899,4,1226
l,3,-72.40362512,-11.26368657,4,694
l,2,-72.49181013,-11.72182717,4,1197
r,1,-70.89528776,3.059816927,4,99
r,1,-69.21699551,32.68945278,4,502
l,3,-70.84264708,21.06805131,5,525
r,1,-71.99715838,-10.88844399,5,763
r,1,-69.78676737,32.88724847,4,502
l,2,-71.66263205,-8.340575764,3,1022
l,2,-71.76885893,-11.40472063,5,1197
l,1,-69.66800146,38.29966818,5,1073
l,3,-70.64856236,10.80874716,5,884
l,1,-71.41837206,-8.826820343,2,1014
l,3,-72.27689967,-11.20639988,4,694
r,2,-70.69616112,-2.666167597,5,84
l,1,-70.85751847,-5.229736824,6,1212
l,1,-70.68071047,11.19119584,6,1318
r,2,-70.14822762,16.22981414,3,7
r,1,-71.74249294,-11.04028142,4,252
r,2,-70.24326945,18.79055896,2,266
l,3,-69.68509525,39.51135991,6,456
r,1,-70.2230825,31.08919864,4,235
l,3,-71.36731375,-6.031926857,6,839
l,3,-70.89480771,2.617570311,3,1044
r,3,-70.4864571,16.97587742,5,396
l,2,-69.77977075,29.07739899,5,807
l,2,-70.68257323,-3.544997523,3,153
r,1,-71.47282446,-3.581684333,3,1098
r,3,-70.47697589,17.05418162,4,388
l,2,-70.27175112,4.085826372,5,930
l,2,-71.12477528,-2.572518051,4,526
l,2,-70.49204876,8.316233758,6,617
l,1,-70.70026245,4.935424527,6,869
r,2,-70.33605522,15.12166033,4,1013
l,1,-70.67920952,28.58535612,3,418
l,3,-70.76387937,22.39794851,4,1348
l,1,-72.82201771,-13.58798805,3,877
l,2,-70.31192137,14.61386494,5,129
r,3,-70.96642499,-2.864980753,5,84
l,2,-71.58689886,-10.80932161,5,694
l,1,-70.7795903,22.61114351,3,411
l,1,-70.59094154,28.87869323,5,860
l,3,-70.48483079,10.22627304,4,1387
r,2,-72.58692674,-12.54643027,5,1258
l,2,-70.24309912,8.928919725,3,114
l,3,-70.75146828,-3.426243211,3,153
r,3,-69.20094341,34.93109583,4,1264
l,3,-70.71034359,-2.501546312,3,526
r,1,-69.68920496,35.43410037,5,372
r,2,-70.63153758,22.12993124,4,914
r,2,-72.76826699,-13.92881205,2,435
l,3,-70.46846641,17.3196528,6,830
l,2,-70.81812536,19.08641358,5,1158
l,2,-69.28602538,35.13203497,2,319
l,1,-70.16780606,31.72456805,4,1066
r,1,-70.68802072,-5.967448235,3,336
l,1,-71.61379571,-0.931170622,5,1357
r,1,-70.73125454,-5.702963762,4,328
r,1,-71.23632635,-3.158417234,6,595
r,2,-70.74994844,27.88450353,5,929
l,2,-70.45508568,26.50261288,5,1043
r,3,-70.29166754,19.2019372,5,1150
l,1,-71.31759075,-3.853576354,3,1090
l,3,-69.14137186,31.30231316,4,235
l,3,-70.6567904,5.566019643,2,358
r,2,-70.80724282,-5.564918433,5,770
l,3,-71.57920137,-10.87400487,5,763
l,3,-70.90009034,2.874957703,4,99
r,1,-70.48060438,21.38863613,5,525
l,3,-69.38109734,32.91550281,5,502
l,1,-70.28101096,14.97494865,5,571
l,1,-70.79326105,-7.227207675,4,900
r,3,-69.77956775,28.73803772,2,418
l,2,-69.02949357,33.74699293,2,883
l,2,-70.26124375,13.33478316,6,693
l,2,-70.53366657,-3.342422007,6,595
r,1,-70.61745904,28.78025935,4,1310
r,3,-71.63195836,-0.209136336,6,854
l,1,-70.90390924,19.28629306,3,213
r,1,-70.62094151,2.905774653,3,1044
l,1,-69.78773993,16.53650297,4,396
l,3,-69.52834508,29.34995449,6,1302
l,2,-70.53232039,17.93792355,4,777
l,1,-70.4682269,2.770760388,5,107
l,1,-70.82136385,-7.81167812,5,953
l,2,-70.54283329,18.16113596,5,769
r,1,-70.02466569,9.877490483,3,1387
